MODEL_SPREAD,MARKET_LINE,RESULT,PROFIT
3.3399848651549657,-12.0,1,90.9090909090909
-2.702294178510778,4.0,1,90.9090909090909
2.395623618753893,-2.5,-1,-100.0
-6.371895810894367,-8.5,-1,-100.0
5.54439835447983,-8.0,-1,-100.0
1.38199545635897,-7.5,-1,-100.0
-7.612494632971329,10.0,1,90.9090909090909
-5.182543673584442,-1.5,-1,-100.0
-1.4003749439090942,1.5,-1,-100.0
10.400006297893702,-8.0,1,90.9090909090909
-10.196510724314274,-5.5,-1,-100.0
-2.7643676615437105,4.5,-1,-100.0
-3.3286695580511836,3.0,-1,-100.0
-13.376773313688327,-7.0,0,0.0
-6.474713068132553,-4.0,-1,-100.0
-4.475810742527409,2.5,1,90.9090909090909
-9.322206979725545,2.5,1,90.9090909090909
-2.1275150570576873,-5.5,1,90.9090909090909
5.502323873584777,-4.0,0,0.0
1.2904591285482123,-5.0,1,90.9090909090909
-5.221131523813037,-9.5,-1,-100.0
-1.9891977791319508,-6.0,1,90.9090909090909
-5.132369377598716,-1.5,-1,-100.0
-5.797009373512646,-2.5,-1,-100.0
-3.9954480105057772,-12.5,1,90.9090909090909
4.454106181144317,-11.5,-1,-100.0
-10.88986528922876,5.5,-1,-100.0
-1.7204427899414814,-7.0,1,90.9090909090909
0.8346398400291175,-7.5,-1,-100.0
-6.630873044642124,5.5,1,90.9090909090909
-10.495660394923286,7.5,-1,-100.0
-6.759437406308985,1.0,1,90.9090909090909
-6.674782292246016,1.0,1,90.9090909090909
-6.054219966738538,-11.0,-1,-100.0
-2.5215072729806938,-13.5,-1,-100.0
-0.22508258864491815,11.5,1,90.9090909090909
-13.827043343361902,9.5,1,90.9090909090909
-8.724037933289958,1.0,-1,-100.0
-5.235177160488172,2.5,1,90.9090909090909
-0.25562423063463235,-3.5,1,90.9090909090909
1.359073944773689,-18.0,1,90.9090909090909
6.33925026128925,1.0,-1,-100.0
-6.403981839945056,-2.5,1,90.9090909090909
-2.4909379003239085,0.0,-1,-100.0
-15.405808459640975,9.0,-1,-100.0
5.109620656638091,-1.0,1,90.9090909090909
-8.918807340566653,2.0,1,90.9090909090909
-14.506177240642865,-10.0,-1,-100.0
-9.637681391452427,-12.0,-1,-100.0
0.3923992843753208,-4.5,1,90.9090909090909
0.40259665663807276,-11.0,1,90.9090909090909
4.500602341316101,-12.5,-1,-100.0
-6.123063240797785,3.5,-1,-100.0
-3.529940308218139,4.0,-1,-100.0
-6.9610498815489255,-13.0,1,90.9090909090909
-8.135940794636264,-12.0,-1,-100.0
-0.9692048259415831,4.0,-1,-100.0
-2.7214124432910385,11.5,-1,-100.0
-6.732314173056233,-10.5,1,90.9090909090909
8.137571887954826,-5.5,1,90.9090909090909
-9.686897855734538,-1.5,-1,-100.0
-3.64522520020102,3.0,-1,-100.0
-1.9457709371809049,-15.5,1,90.9090909090909
