DATE,HOME,AWAY,MODEL_SPREAD,ACTUAL_MARGIN,RESULT
2023-11-22 03:58:00+00:00,marquette,kansas,2.46,14,1
2023-11-22 22:00:00+00:00,marquette,purdue,1.54,-3,-1
2023-11-29 02:00:00+00:00,marquette,southern,1.39,37,1
2023-12-02 17:30:00+00:00,wisconsin,marquette,2.32,11,1
2023-12-07 01:00:00+00:00,marquette,texas,2.28,21,1
2023-12-10 02:00:00+00:00,marquette,notre dame,3.83,19,1
2023-12-20 01:30:00+00:00,providence,marquette,3.92,15,1
2024-01-15 19:30:00+00:00,marquette,villanova,2.99,13,1
2024-01-27 18:00:00+00:00,marquette,seton hall,2.86,18,1
2024-01-31 00:00:00+00:00,villanova,marquette,3.01,-5,-1
2024-02-25 22:00:00+00:00,marquette,xavier,2.01,24,1
2024-02-29 00:00:00+00:00,marquette,providence,2.84,22,1
2024-03-09 22:00:00+00:00,xavier,marquette,3.99,-6,-1
2024-03-15 01:30:00+00:00,marquette,villanova,2.99,6,1
2024-03-16 00:23:00+00:00,marquette,providence,2.84,11,1
2024-11-05 01:30:00+00:00,marquette,stony brook,2.22,40,1
2024-11-09 02:00:00+00:00,marquette,george mason,1.03,19,1
2024-11-16 01:00:00+00:00,maryland,marquette,4.9,-4,-1
2024-11-20 02:00:00+00:00,marquette,purdue,1.44,18,1
2024-11-28 02:00:00+00:00,marquette,stonehill,3.63,35,1
2024-11-30 19:00:00+00:00,marquette,western carolina,2.56,32,1
2024-12-07 18:30:00+00:00,marquette,wisconsin,1.31,14,1
2024-12-21 17:00:00+00:00,xavier,marquette,3.99,-2,-1
2024-12-31 23:00:00+00:00,providence,marquette,3.16,-28,-1
2023-01-13 02:00:00+00:00,marshall,southern miss,2.46,22,1
2023-01-15 00:00:00+00:00,marshall,old dominion,1.08,8,1
2023-01-20 01:00:00+00:00,texas,marshall,3.63,-8,-1
2023-01-29 00:00:00+00:00,marshall,georgia,1.54,38,1
2023-02-11 19:00:00+00:00,georgia,marshall,4.46,-11,-1
2023-02-19 00:00:00+00:00,marshall,troy,1.39,10,1
2023-03-04 23:00:00+00:00,marshall,texas,2.37,-3,-1
2023-11-07 00:00:00+00:00,marshall,queens,0.98,16,1
2023-11-19 22:00:00+00:00,utah,marshall,3.6,23,1
2023-11-21 18:30:00+00:00,marshall,oakland,1.78,-7,-1
2023-12-07 00:00:00+00:00,marshall,duquesne,2.74,-13,-1
2023-12-09 21:00:00+00:00,ohio,marshall,2.82,-5,-1
2023-12-14 00:00:00+00:00,toledo,marshall,5.37,1,1
2023-12-17 00:00:00+00:00,marshall,unc greensboro,1.69,7,1
2023-12-22 00:00:00+00:00,marshall,unc wilmington,1.05,-9,-1
2024-01-06 22:00:00+00:00,texas,marshall,3.02,-4,-1
2024-01-13 21:00:00+00:00,marshall,south alabama,2.39,-6,-1
2024-01-19 00:00:00+00:00,old dominion,marshall,2.59,25,1
2024-01-25 00:00:00+00:00,marshall,georgia,1.85,9,1
2024-01-27 21:00:00+00:00,marshall,southern miss,1.83,16,1
2024-02-02 00:00:00+00:00,marshall,old dominion,3.41,-7,-1
2024-02-08 00:00:00+00:00,troy,marshall,5.26,16,1
2024-03-08 01:30:00+00:00,georgia,marshall,4.15,-12,-1
2024-11-09 19:00:00+00:00,marshall,toledo,1.13,-10,-1
2024-11-12 00:00:00+00:00,marshall,southern indiana,1.13,14,1
2024-11-23 17:00:00+00:00,purdue,marshall,5.07,35,1
2024-11-28 00:00:00+00:00,marshall,south carolina,2.32,29,1
2024-12-01 01:00:00+00:00,western kentucky,marshall,4.3,8,1
2024-12-07 19:00:00+00:00,unc wilmington,marshall,3.93,9,1
2024-12-14 21:00:00+00:00,marshall,ohio,2.77,9,1
2024-12-21 20:00:00+00:00,southern miss,marshall,4.17,2,1
2024-12-29 00:00:00+00:00,elon,marshall,3.87,14,1
2023-01-01 21:40:00+00:00,michigan,maryland,2.44,35,1
2023-01-05 23:30:00+00:00,rutgers,maryland,1.17,14,1
2023-01-08 18:00:00+00:00,maryland,ohio,4.59,7,1
2023-01-15 21:30:00+00:00,iowa,maryland,2.24,14,1
2023-01-20 00:00:00+00:00,maryland,michigan,3.56,6,1
2023-01-26 00:00:00+00:00,maryland,wisconsin,4.89,18,1
2023-01-28 21:30:00+00:00,maryland,nebraska,5.05,19,1
2023-02-05 02:00:00+00:00,minnesota,maryland,1.43,-35,-1
2023-02-08 02:00:00+00:00,michigan,maryland,2.44,5,1
2023-02-11 17:00:00+00:00,maryland,penn,3.99,6,1
2023-02-16 23:30:00+00:00,maryland,purdue,2.1,14,1
2023-02-19 22:00:00+00:00,nebraska,maryland,0.95,4,1
2023-02-23 00:00:00+00:00,maryland,minnesota,4.57,18,1
2023-02-26 17:00:00+00:00,maryland,northwestern,4.26,16,1
2023-03-02 00:00:00+00:00,ohio,maryland,1.41,11,1
2023-03-10 02:20:00+00:00,maryland,minnesota,4.57,16,1
2023-11-18 01:30:00+00:00,villanova,maryland,2.07,17,1
2023-11-22 00:00:00+00:00,maryland,umbc,4.6,24,1
2023-11-26 00:00:00+00:00,maryland,south alabama,5.0,13,1
2023-11-29 00:00:00+00:00,maryland,rider,4.09,27,1
2023-12-07 00:00:00+00:00,maryland,penn,3.99,6,1
2023-12-23 02:00:00+00:00,ucla,maryland,0.75,-9,-1
2024-01-03 00:00:00+00:00,maryland,purdue,2.5,-14,-1
2024-01-12 00:00:00+00:00,maryland,michigan,4.55,7,1
2024-01-18 02:00:00+00:00,northwestern,maryland,0.92,3,1
2024-01-21 17:00:00+00:00,maryland,michigan,4.55,-2,-1
2024-01-25 00:00:00+00:00,iowa,maryland,1.1,-2,-1
2024-01-27 17:00:00+00:00,maryland,nebraska,5.31,22,1
2024-02-03 22:30:00+00:00,michigan,maryland,1.45,9,1
2024-02-06 23:30:00+00:00,maryland,rutgers,5.12,-3,-1
2024-02-10 21:00:00+00:00,ohio,maryland,1.1,4,1
2024-02-15 01:30:00+00:00,maryland,iowa,4.9,12,1
2024-02-21 02:00:00+00:00,wisconsin,maryland,1.83,4,1
2024-02-25 17:00:00+00:00,rutgers,maryland,0.88,-17,-1
2024-02-29 00:00:00+00:00,maryland,northwestern,5.08,-7,-1
2024-03-10 23:30:00+00:00,penn,maryland,1.14,16,1
2024-03-13 22:30:00+00:00,maryland,rutgers,5.12,14,1
2024-03-14 18:30:00+00:00,wisconsin,maryland,1.83,31,1
2024-11-05 00:00:00+00:00,maryland,manhattan,4.99,30,1
2024-11-24 18:00:00+00:00,maryland,villanova,4.98,1,1
2024-12-04 23:30:00+00:00,maryland,ohio,4.9,24,1
2024-12-18 00:30:00+00:00,maryland,saint francis,4.73,54,1
2024-12-21 17:00:00+00:00,maryland,syracuse,4.33,27,1
2024-12-28 17:00:00+00:00,maryland,maryland eastern shore,4.72,15,1
2023-01-05 00:30:00+00:00,massachusetts,saint louis,3.57,9,1
2023-01-12 00:00:00+00:00,massachusetts,la salle,4.43,-1,-1
2023-01-14 21:30:00+00:00,massachusetts,rhode island,2.01,10,1
2023-01-18 00:00:00+00:00,vcu,massachusetts,5.93,28,1
2023-01-21 18:00:00+00:00,saint joseph's,massachusetts,3.59,6,1
2023-01-26 00:00:00+00:00,massachusetts,richmond,2.44,9,1
2023-01-28 21:00:00+00:00,massachusetts,duquesne,4.77,8,1
2023-02-02 00:00:00+00:00,george mason,massachusetts,4.42,11,1
2023-02-09 00:00:00+00:00,fordham,massachusetts,4.15,10,1
2023-02-11 19:00:00+00:00,la salle,massachusetts,1.57,14,1
2023-02-15 00:00:00+00:00,massachusetts,loyola chicago,2.36,-2,-1
2023-02-18 19:00:00+00:00,rhode island,massachusetts,3.99,-24,-1
2023-03-02 00:00:00+00:00,duquesne,massachusetts,1.23,9,1
2023-03-07 16:30:00+00:00,richmond,massachusetts,3.56,33,1
2023-11-14 00:00:00+00:00,massachusetts,quinnipiac,2.79,21,1
2023-12-02 18:00:00+00:00,massachusetts,south florida,3.3,10,1
2023-12-07 00:00:00+00:00,towson,massachusetts,2.51,10,1
2023-12-09 17:00:00+00:00,massachusetts,umass lowell,2.48,14,1
2023-12-16 23:30:00+00:00,massachusetts,west virginia,1.33,8,1
2023-12-23 06:30:00+00:00,portland,massachusetts,5.07,-22,-1
2023-12-24 20:55:00+00:00,massachusetts,old dominion,2.1,22,1
2023-12-30 18:00:00+00:00,massachusetts,siena,2.48,13,1
2024-01-04 00:00:00+00:00,massachusetts,duquesne,4.3,19,1
2024-01-11 00:00:00+00:00,massachusetts,la salle,5.6,16,1
2024-01-13 19:00:00+00:00,rhode island,massachusetts,3.7,12,1
2024-01-18 00:00:00+00:00,loyola chicago,massachusetts,3.26,1,1
2024-01-24 00:00:00+00:00,massachusetts,saint joseph's,4.4,-1,-1
2024-01-28 01:00:00+00:00,saint louis,massachusetts,3.23,-11,-1
2024-02-15 00:00:00+00:00,richmond,massachusetts,1.57,-10,-1
2024-02-21 00:00:00+00:00,massachusetts,vcu,2.28,22,1
2024-03-14 18:00:00+00:00,massachusetts,vcu,2.28,-14,-1
2024-11-05 00:00:00+00:00,massachusetts,new hampshire,4.31,29,1
2024-11-09 00:00:00+00:00,west virginia,massachusetts,3.28,6,1
2024-11-13 23:00:00+00:00,massachusetts,louisiana tech,1.73,-10,-1
2024-11-17 00:00:00+00:00,massachusetts,hofstra,5.02,-4,-1
2024-11-23 22:00:00+00:00,temple,massachusetts,2.18,7,1
2024-12-01 17:00:00+00:00,massachusetts,njit,3.98,12,1
2024-12-07 17:00:00+00:00,massachusetts,umass lowell,1.98,-13,-1
2024-12-31 19:00:00+00:00,saint joseph's,massachusetts,1.6,9,1
2023-01-01 22:00:00+00:00,tulane,memphis,2.49,7,1
2023-01-15 20:00:00+00:00,temple,memphis,2.57,-2,-1
2023-01-27 00:00:00+00:00,memphis,smu,3.43,15,1
2023-01-29 22:00:00+00:00,tulsa,memphis,0.56,-12,-1
2023-02-04 19:00:00+00:00,memphis,tulane,3.51,-1,-1
2023-02-09 00:00:00+00:00,south florida,memphis,1.1,-18,-1
2023-02-12 17:00:00+00:00,memphis,temple,3.43,9,1
2023-02-17 01:00:00+00:00,memphis,ucf,5.0,1,1
2023-03-03 02:00:00+00:00,smu,memphis,2.57,-19,-1
2023-03-11 22:45:00+00:00,memphis,tulane,3.51,40,1
2023-11-11 02:00:00+00:00,missouri,memphis,1.7,-15,-1
2023-11-22 22:20:00+00:00,michigan,memphis,1.96,-4,-1
2023-11-24 20:55:00+00:00,villanova,memphis,1.81,16,1
2023-12-07 00:00:00+00:00,vcu,memphis,3.84,-5,-1
2023-12-20 00:00:00+00:00,memphis,virginia,3.21,23,1
2024-01-05 01:00:00+00:00,tulsa,memphis,3.37,-3,-1
2024-01-11 01:00:00+00:00,memphis,utsa,3.26,6,1
2024-01-19 00:00:00+00:00,memphis,south florida,3.54,-1,-1
2024-01-21 18:00:00+00:00,tulane,memphis,4.46,2,1
2024-01-28 22:00:00+00:00,uab,memphis,3.15,9,1
2024-02-01 01:00:00+00:00,memphis,rice,4.7,-3,-1
2024-02-09 00:00:00+00:00,temple,memphis,1.82,-7,-1
2024-02-11 19:00:00+00:00,memphis,tulane,1.54,12,1
2024-02-16 01:00:00+00:00,north texas,memphis,1.37,10,1
2024-02-18 21:00:00+00:00,smu,memphis,1.53,27,1
2024-02-22 01:00:00+00:00,memphis,charlotte,3.26,24,1
2024-03-03 22:30:00+00:00,memphis,uab,2.85,19,1
2024-03-09 17:00:00+00:00,florida atlantic,memphis,1.75,8,1
2024-11-05 01:00:00+00:00,memphis,missouri,3.98,8,1
2024-11-09 23:00:00+00:00,unlv,memphis,2.33,-6,-1
2024-11-16 01:00:00+00:00,memphis,ohio,3.9,24,1
2024-11-22 03:00:00+00:00,san francisco,memphis,0.95,-4,-1
2024-11-26 23:00:00+00:00,michigan,memphis,2.09,-8,-1
2024-12-05 01:00:00+00:00,memphis,louisiana tech,1.84,10,1
2024-12-19 00:00:00+00:00,virginia,memphis,0.86,-2,-1
2024-12-21 17:30:00+00:00,memphis,mississippi,3.24,-13,-1
2023-01-04 00:00:00+00:00,michigan,nebraska,4.05,18,1
2023-01-07 19:30:00+00:00,michigan,michigan,3.4,6,1
2023-01-11 00:00:00+00:00,wisconsin,michigan,1.57,-4,-1
2023-01-16 19:30:00+00:00,michigan,purdue,1.29,-1,-1
2023-01-19 23:30:00+00:00,michigan,rutgers,3.66,13,1
2023-01-29 17:15:00+00:00,purdue,michigan,4.71,16,1
2023-02-04 17:00:00+00:00,rutgers,michigan,2.34,6,1
2023-02-12 18:00:00+00:00,ohio,michigan,2.27,-21,-1
2023-02-19 01:00:00+00:00,michigan,michigan,3.4,12,1
2023-02-25 17:00:00+00:00,iowa,michigan,3.62,6,1
2023-03-01 02:00:00+00:00,nebraska,michigan,1.95,-13,-1
2023-03-04 17:00:00+00:00,michigan,ohio,3.73,6,1
2023-03-10 19:55:00+00:00,michigan,ohio,3.73,-10,-1
2023-11-10 00:00:00+00:00,michigan,southern indiana,2.38,23,1
2023-12-06 00:00:00+00:00,michigan,wisconsin,4.43,-13,-1
2023-12-10 23:30:00+00:00,nebraska,michigan,1.95,7,1
2023-12-19 00:00:00+00:00,michigan,oakland,3.95,17,1
2023-12-21 23:30:00+00:00,michigan,stony brook,3.32,44,1
2024-01-05 00:00:00+00:00,michigan,penn,4.3,31,1
2024-01-08 00:42:00+00:00,northwestern,michigan,2.28,14,1
2024-01-14 17:00:00+00:00,michigan,rutgers,2.94,18,1
2024-01-18 23:30:00+00:00,michigan,minnesota,2.88,10,1
2024-01-27 01:00:00+00:00,wisconsin,michigan,3.33,15,1
2024-01-31 02:00:00+00:00,michigan,michigan,3.4,19,1
2024-02-14 23:30:00+00:00,penn,michigan,1.7,-8,-1
2024-02-18 01:00:00+00:00,michigan,michigan,3.4,-10,-1
2024-02-21 00:00:00+00:00,michigan,iowa,2.54,-7,-1
2024-02-25 21:00:00+00:00,michigan,ohio,3.03,-3,-1
2024-03-14 16:00:00+00:00,michigan,minnesota,2.88,10,1
2024-11-05 00:00:00+00:00,michigan,monmouth,3.61,24,1
2024-11-08 01:00:00+00:00,michigan,niagara,2.16,36,1
2024-11-12 23:30:00+00:00,kansas,michigan,3.05,8,1
2024-11-20 01:00:00+00:00,michigan,samford,2.11,8,1
2024-11-28 02:30:00+00:00,north carolina,michigan,4.02,-3,-1
2024-12-05 01:30:00+00:00,minnesota,michigan,3.12,-18,-1
2024-12-07 17:00:00+00:00,michigan,nebraska,3.33,37,1
2024-12-18 00:00:00+00:00,oakland,michigan,1.58,-19,-1
2024-12-21 19:00:00+00:00,michigan,florida atlantic,2.38,17,1
2024-12-30 20:00:00+00:00,michigan,western michigan,4.68,18,1
2023-01-05 00:00:00+00:00,michigan,penn,3.51,10,1
2023-01-13 00:00:00+00:00,iowa,michigan,3.62,9,1
2023-01-15 17:00:00+00:00,michigan,northwestern,3.41,7,1
2023-01-27 02:00:00+00:00,michigan,purdue,1.29,-5,-1
2023-01-29 17:00:00+00:00,penn,michigan,2.49,22,1
2023-02-03 00:00:00+00:00,northwestern,michigan,2.59,-17,-1
2023-02-05 18:00:00+00:00,michigan,ohio,3.73,8,1
2023-02-08 23:30:00+00:00,michigan,nebraska,4.05,21,1
2023-02-15 02:00:00+00:00,wisconsin,michigan,1.57,5,1
2023-02-24 01:30:00+00:00,rutgers,michigan,2.34,-13,-1
2023-02-26 19:00:00+00:00,michigan,wisconsin,4.43,8,1
2023-03-09 17:00:00+00:00,michigan,rutgers,3.66,-12,-1
2023-11-08 01:30:00+00:00,michigan,unc asheville,1.02,25,1
2023-11-24 23:30:00+00:00,texas tech,michigan,3.88,16,1
2023-12-10 21:30:00+00:00,iowa,michigan,3.62,-10,-1
2023-12-16 19:30:00+00:00,michigan,eastern michigan,3.71,17,1
2024-01-05 02:00:00+00:00,michigan,minnesota,2.88,-2,-1
2024-01-07 17:00:00+00:00,penn,michigan,1.7,6,1
2024-01-15 17:00:00+00:00,michigan,ohio,3.03,8,1
2024-01-24 02:00:00+00:00,purdue,michigan,5.27,32,1
2024-01-27 22:00:00+00:00,michigan,iowa,2.54,-10,-1
2024-02-03 21:00:00+00:00,michigan,rutgers,2.94,-10,-1
2024-02-10 23:30:00+00:00,nebraska,michigan,2.67,20,1
2024-02-23 02:00:00+00:00,northwestern,michigan,2.28,14,1
2024-02-25 19:00:00+00:00,michigan,purdue,0.73,-8,-1
2024-03-01 01:30:00+00:00,rutgers,michigan,3.06,30,1
2024-03-03 21:00:00+00:00,ohio,michigan,2.97,23,1
2024-03-10 16:00:00+00:00,michigan,nebraska,3.33,-15,-1
2024-03-14 00:30:00+00:00,penn,michigan,1.7,9,1
2024-11-15 23:00:00+00:00,michigan,tcu,2.38,12,1
2024-11-25 23:00:00+00:00,virginia tech,michigan,3.23,-12,-1
2024-11-28 01:30:00+00:00,michigan,xavier,3.07,25,1
2024-12-04 02:00:00+00:00,wisconsin,michigan,3.33,-3,-1
2024-12-19 02:00:00+00:00,oklahoma,michigan,4.18,1,1
2024-12-22 18:00:00+00:00,michigan,purdue fort wayne,3.51,31,1
2024-12-30 01:00:00+00:00,michigan,western kentucky,3.03,48,1
2023-01-07 18:00:00+00:00,purdue fort wayne,milwaukee,2.35,-4,-1
2023-01-20 01:00:00+00:00,milwaukee,robert morris,3.64,8,1
2023-01-28 21:00:00+00:00,northern kentucky,milwaukee,1.5,-1,-1
2023-02-07 01:00:00+00:00,milwaukee,green bay,3.86,-1,-1
2023-02-19 00:00:00+00:00,robert morris,milwaukee,2.36,20,1
2023-11-11 23:00:00+00:00,providence,milwaukee,4.02,10,1
2023-11-20 18:50:00+00:00,stetson,milwaukee,1.7,18,1
2023-11-25 19:30:00+00:00,milwaukee,southern miss,2.95,-6,-1
2023-12-03 00:00:00+00:00,green bay,milwaukee,2.14,12,1
2023-12-09 22:00:00+00:00,uc davis,milwaukee,4.99,-2,-1
2023-12-14 01:00:00+00:00,milwaukee,longwood,2.63,-13,-1
2024-01-05 00:00:00+00:00,oakland,milwaukee,2.7,5,1
2024-01-06 18:00:00+00:00,detroit mercy,milwaukee,1.48,-23,-1
2024-01-19 00:00:00+00:00,northern kentucky,milwaukee,2.82,18,1
2024-01-26 01:00:00+00:00,milwaukee,detroit mercy,4.52,16,1
2024-01-27 21:00:00+00:00,milwaukee,oakland,3.3,-4,-1
2024-02-02 00:00:00+00:00,purdue fort wayne,milwaukee,2.13,-3,-1
2024-02-10 19:00:00+00:00,robert morris,milwaukee,2.21,11,1
2024-02-18 01:00:00+00:00,milwaukee,northern kentucky,3.18,1,1
2024-02-25 20:00:00+00:00,milwaukee,purdue fort wayne,3.87,8,1
2024-03-02 23:00:00+00:00,milwaukee,green bay,4.77,21,1
2024-03-08 02:00:00+00:00,green bay,milwaukee,1.23,-11,-1
2024-03-12 01:46:00+00:00,northern kentucky,milwaukee,2.82,-7,-1
2024-03-12 23:00:00+00:00,oakland,milwaukee,2.7,7,1
2024-11-08 01:00:00+00:00,northern iowa,milwaukee,3.69,19,1
2024-11-14 00:00:00+00:00,longwood,milwaukee,4.13,14,1
2024-11-20 00:00:00+00:00,duquesne,milwaukee,2.61,-6,-1
2024-11-23 01:00:00+00:00,milwaukee,portland,3.5,17,1
2024-11-23 21:00:00+00:00,milwaukee,wofford,4.35,2,1
2024-11-28 00:00:00+00:00,ucf,milwaukee,3.6,8,1
2024-11-30 19:00:00+00:00,southern miss,milwaukee,3.79,1,1
2024-12-12 00:00:00+00:00,green bay,milwaukee,1.23,-21,-1
2023-01-07 17:00:00+00:00,minnesota,nebraska,3.41,-2,-1
2023-01-12 23:30:00+00:00,ohio,minnesota,2.41,-3,-1
2023-01-20 00:00:00+00:00,minnesota,purdue,0.44,-22,-1
2023-01-28 17:00:00+00:00,northwestern,minnesota,3.32,20,1
2023-02-02 01:30:00+00:00,rutgers,minnesota,2.72,35,1
2023-02-12 18:00:00+00:00,minnesota,iowa,2.26,-12,-1
2023-02-19 02:00:00+00:00,minnesota,penn,3.2,-7,-1
2023-02-25 20:30:00+00:00,nebraska,minnesota,2.59,11,1
2023-03-03 00:00:00+00:00,minnesota,rutgers,3.28,1,1
2023-03-06 00:30:00+00:00,minnesota,wisconsin,3.71,-4,-1
2023-03-09 02:00:00+00:00,nebraska,minnesota,2.59,-3,-1
2023-11-11 00:30:00+00:00,minnesota,utsa,1.51,26,1
2023-11-17 02:00:00+00:00,minnesota,missouri,3.3,-2,-1
2023-11-27 01:30:00+00:00,san francisco,minnesota,3.33,18,1
2023-12-01 00:00:00+00:00,minnesota,new orleans,1.72,33,1
2023-12-03 23:30:00+00:00,ohio,minnesota,2.41,10,1
2023-12-07 02:00:00+00:00,minnesota,nebraska,3.41,11,1
2024-01-15 23:00:00+00:00,minnesota,iowa,2.98,-9,-1
2024-01-24 00:00:00+00:00,minnesota,wisconsin,2.56,-2,-1
2024-01-27 23:30:00+00:00,penn,minnesota,1.43,-9,-1
2024-02-03 19:00:00+00:00,minnesota,northwestern,3.6,9,1
2024-02-16 01:30:00+00:00,purdue,minnesota,5.54,8,1
2024-02-18 23:30:00+00:00,minnesota,rutgers,3.21,11,1
2024-02-23 01:00:00+00:00,minnesota,ohio,3.47,9,1
2024-02-25 23:30:00+00:00,nebraska,minnesota,2.71,18,1
2024-03-10 02:12:00+00:00,northwestern,minnesota,2.4,24,1
2024-11-07 01:00:00+00:00,minnesota,oral roberts,4.86,23,1
2024-11-14 01:00:00+00:00,minnesota,north texas,4.31,-3,-1
2024-11-29 18:00:00+00:00,wake forest,minnesota,2.43,6,1
2023-01-04 00:00:00+00:00,tennessee,mississippi,3.68,34,1
2023-01-18 00:00:00+00:00,mississippi,tennessee,2.32,-11,-1
2023-01-28 21:00:00+00:00,mississippi,tcu,1.91,7,1
2023-01-31 23:30:00+00:00,south carolina,mississippi,1.72,-15,-1
2023-02-04 23:00:00+00:00,mississippi,missouri,2.66,11,1
2023-11-15 00:30:00+00:00,mississippi,north alabama,2.78,27,1
2023-11-18 17:00:00+00:00,mississippi,washington,2.47,12,1
2023-11-19 18:00:00+00:00,mississippi,northwestern,2.92,9,1
2023-12-03 21:00:00+00:00,mississippi,southern,1.85,-1,-1
2023-12-09 16:30:00+00:00,mississippi,tulane,1.59,30,1
2023-12-17 21:00:00+00:00,mississippi,north texas,2.62,18,1
2023-12-23 17:00:00+00:00,mississippi,rutgers,3.3,10,1
2024-01-06 17:00:00+00:00,south carolina,mississippi,1.54,6,1
2024-01-11 00:00:00+00:00,mississippi,tennessee,2.98,5,1
2024-01-20 20:30:00+00:00,mississippi,vanderbilt,3.48,13,1
2024-02-11 01:30:00+00:00,missouri,mississippi,2.51,-24,-1
2024-03-09 19:30:00+00:00,mississippi,south carolina,4.46,-4,-1
2024-03-15 17:00:00+00:00,tennessee,mississippi,3.02,-17,-1
2024-11-09 00:30:00+00:00,mississippi,georgia,3.57,35,1
2024-11-23 01:30:00+00:00,smu,mississippi,1.63,-5,-1
2024-11-29 02:30:00+00:00,unlv,mississippi,2.57,-22,-1
2024-12-05 02:15:00+00:00,mississippi,pittsburgh,3.99,33,1
2023-02-08 02:00:00+00:00,missouri,south carolina,4.41,9,1
2023-02-11 23:00:00+00:00,tennessee,missouri,3.37,-1,-1
2023-03-10 20:30:00+00:00,missouri,tennessee,2.63,8,1
2023-11-14 01:00:00+00:00,missouri,siu edwardsville,1.07,18,1
2023-11-23 00:00:00+00:00,missouri,south carolina,4.41,23,1
2023-11-29 00:30:00+00:00,pittsburgh,missouri,3.79,-7,-1
2023-12-09 22:15:00+00:00,kansas,missouri,3.5,9,1
2023-12-17 22:00:00+00:00,missouri,seton hall,1.18,-6,-1
2024-01-13 20:30:00+00:00,missouri,south carolina,3.79,-2,-1
2024-01-27 18:00:00+00:00,south carolina,missouri,2.21,8,1
2024-02-03 20:30:00+00:00,vanderbilt,missouri,3.73,7,1
2024-02-21 00:00:00+00:00,missouri,tennessee,2.42,-5,-1
2024-11-23 00:30:00+00:00,missouri,pacific,1.86,35,1
2024-11-27 23:30:00+00:00,missouri,lindenwood,3.17,20,1
2024-12-08 18:00:00+00:00,missouri,kansas,2.39,9,1
2023-01-08 01:00:00+00:00,northern colorado,montana,3.69,-5,-1
2023-01-22 02:00:00+00:00,montana,montana,3.04,-3,-1
2023-01-29 03:00:00+00:00,portland,montana,4.96,-6,-1
2023-02-05 02:00:00+00:00,montana,northern arizona,3.9,1,1
2023-03-08 01:30:00+00:00,montana,northern arizona,3.9,-12,-1
2023-11-11 02:00:00+00:00,oregon,montana,5.51,14,1
2023-11-13 02:00:00+00:00,montana,uc davis,1.05,13,1
2023-11-17 03:00:00+00:00,montana,north dakota,3.77,-9,-1
2023-11-30 03:00:00+00:00,nevada,montana,4.96,11,1
2023-12-20 02:00:00+00:00,uc davis,montana,4.95,-12,-1
2024-01-04 01:00:00+00:00,north dakota,montana,3.33,-10,-1
2024-01-07 02:00:00+00:00,montana,south dakota,2.65,19,1
2024-01-12 02:00:00+00:00,montana,northern colorado,3.05,-6,-1
2024-01-14 02:00:00+00:00,montana,northern arizona,3.08,43,1
2024-01-21 02:00:00+00:00,montana,montana,3.04,-10,-1
2024-01-26 03:00:00+00:00,portland,montana,3.54,26,1
2024-02-09 02:00:00+00:00,northern arizona,montana,2.92,-28,-1
2024-02-10 21:00:00+00:00,northern colorado,montana,2.95,16,1
2024-02-18 02:00:00+00:00,montana,montana,3.04,19,1
2024-02-25 02:00:00+00:00,montana,portland,2.46,9,1
2024-03-12 02:00:00+00:00,montana,portland,2.46,6,1
2024-03-14 03:30:00+00:00,montana,montana,3.04,-15,-1
2024-11-09 03:00:00+00:00,oregon,montana,5.53,31,1
2024-11-14 00:00:00+00:00,tennessee,montana,3.95,35,1
2024-11-19 02:00:00+00:00,utah,montana,2.59,12,1
2024-11-25 00:00:00+00:00,montana,denver,1.68,10,1
2024-12-17 01:00:00+00:00,northern iowa,montana,4.78,28,1
2024-12-21 23:00:00+00:00,san francisco,montana,1.8,4,1
2023-01-06 01:00:00+00:00,northern colorado,montana,3.69,-21,-1
2023-01-07 21:00:00+00:00,northern arizona,montana,2.1,-15,-1
2023-01-27 03:00:00+00:00,portland,montana,4.96,-9,-1
2023-02-03 02:00:00+00:00,montana,northern arizona,3.9,1,1
2023-02-04 23:00:00+00:00,montana,northern colorado,2.31,13,1
2023-02-25 23:00:00+00:00,montana,portland,1.04,13,1
2023-03-06 03:00:00+00:00,montana,northern colorado,2.31,11,1
2023-03-09 04:30:00+00:00,montana,northern arizona,3.9,7,1
2023-11-21 02:00:00+00:00,montana,green bay,2.48,-1,-1
2023-11-23 02:00:00+00:00,montana,uc riverside,3.67,1,1
2023-12-06 04:00:00+00:00,washington,montana,4.88,24,1
2024-01-04 02:50:00+00:00,montana,oral roberts,3.62,-6,-1
2024-01-06 22:15:00+00:00,south dakota,montana,3.35,28,1
2024-01-12 02:00:00+00:00,montana,northern arizona,3.08,29,1
2024-01-14 01:00:00+00:00,montana,northern colorado,3.05,9,1
2024-02-10 21:00:00+00:00,northern arizona,montana,2.92,5,1
2024-02-23 02:00:00+00:00,montana,portland,2.46,5,1
2024-11-08 01:00:00+00:00,wisconsin,montana,4.05,12,1
2024-11-17 21:00:00+00:00,denver,montana,4.32,1,1
2024-11-25 01:00:00+00:00,montana,southern miss,1.95,20,1
2024-12-16 01:00:00+00:00,usc,montana,3.96,26,1
2024-12-22 19:00:00+00:00,tcu,montana,4.27,34,1
2023-01-14 00:00:00+00:00,purdue,nebraska,6.21,18,1
2023-01-21 19:15:00+00:00,penn,nebraska,3.41,11,1
2023-01-26 00:00:00+00:00,nebraska,northwestern,2.39,-15,-1
2023-02-05 21:30:00+00:00,nebraska,penn,2.59,9,1
