DATE,HOME,AWAY,MODEL_SPREAD,ACTUAL_MARGIN,RESULT
2024-11-17 23:00:00+00:00,brown,sacred heart,3.27,19,1
2024-11-23 18:00:00+00:00,canisius,brown,1.82,-7,-1
2024-11-27 19:00:00+00:00,brown,stony brook,4.67,23,1
2024-12-04 00:00:00+00:00,vermont,brown,2.17,-7,-1
2024-12-06 23:00:00+00:00,bryant,brown,2.23,-1,-1
2024-12-11 00:00:00+00:00,brown,rhode island,1.84,4,1
2024-12-22 20:00:00+00:00,kansas,brown,2.88,34,1
2024-12-31 19:00:00+00:00,kentucky,brown,2.54,34,1
2023-01-06 00:00:00+00:00,bucknell,lehigh,2.13,-8,-1
2023-01-08 18:00:00+00:00,lafayette,bucknell,2.28,7,1
2023-01-14 19:00:00+00:00,colgate,bucknell,3.7,6,1
2023-01-21 19:00:00+00:00,bucknell,holy cross,3.52,-7,-1
2023-01-26 00:00:00+00:00,bucknell,navy,3.75,-17,-1
2023-02-09 00:00:00+00:00,navy,bucknell,2.25,6,1
2023-02-11 17:00:00+00:00,bucknell,colgate,2.3,-20,-1
2023-02-23 00:00:00+00:00,lehigh,bucknell,3.87,16,1
2023-02-25 19:00:00+00:00,bucknell,lafayette,3.72,10,1
2023-11-07 00:00:00+00:00,bucknell,delaware,1.64,-21,-1
2023-11-12 00:00:00+00:00,niagara,bucknell,3.69,-9,-1
2023-11-14 23:30:00+00:00,la salle,bucknell,3.8,12,1
2023-11-17 23:00:00+00:00,duke,bucknell,3.66,30,1
2023-11-21 00:00:00+00:00,bucknell,southern indiana,1.52,11,1
2023-11-25 21:00:00+00:00,marist,bucknell,3.43,24,1
2023-11-30 00:00:00+00:00,bucknell,princeton,2.21,-14,-1
2023-12-02 17:00:00+00:00,penn,bucknell,3.6,-9,-1
2023-12-16 20:30:00+00:00,bucknell,radford,2.89,-7,-1
2023-12-22 19:00:00+00:00,merrimack,bucknell,4.67,16,1
2023-12-30 19:00:00+00:00,bucknell,saint peter's,2.67,-9,-1
2024-01-04 00:00:00+00:00,bucknell,holy cross,3.84,12,1
2024-01-11 00:00:00+00:00,lehigh,bucknell,3.8,-6,-1
2024-01-13 20:30:00+00:00,bucknell,colgate,2.74,-11,-1
2024-01-25 00:00:00+00:00,bucknell,navy,1.8,8,1
2024-02-08 00:00:00+00:00,navy,bucknell,4.2,-13,-1
2024-02-13 00:00:00+00:00,bucknell,lehigh,2.2,-8,-1
2024-02-17 19:00:00+00:00,colgate,bucknell,3.26,12,1
2024-02-22 00:00:00+00:00,holy cross,bucknell,2.16,14,1
2024-03-03 00:00:00+00:00,bucknell,lafayette,4.25,10,1
2024-11-04 23:30:00+00:00,delaware,bucknell,3.41,-12,-1
2024-11-08 01:00:00+00:00,southern indiana,bucknell,4.83,-6,-1
2024-11-09 21:00:00+00:00,kentucky,bucknell,3.38,28,1
2024-11-22 00:00:00+00:00,bucknell,njit,2.52,17,1
2024-11-24 00:00:00+00:00,bucknell,rider,2.19,-4,-1
2024-11-27 21:30:00+00:00,maryland,bucknell,4.98,24,1
2024-11-30 23:00:00+00:00,bucknell,siena,2.62,-13,-1
2024-12-22 02:00:00+00:00,gonzaga,bucknell,3.44,21,1
2024-12-28 19:00:00+00:00,syracuse,bucknell,4.11,12,1
2023-01-07 17:00:00+00:00,buffalo,northern illinois,2.84,18,1
2023-01-14 21:30:00+00:00,central michigan,buffalo,3.63,9,1
2023-01-21 01:30:00+00:00,buffalo,toledo,1.87,-9,-1
2023-02-04 19:30:00+00:00,western michigan,buffalo,2.43,-9,-1
2023-02-15 00:00:00+00:00,ohio,buffalo,2.82,24,1
2023-02-22 00:00:00+00:00,buffalo,central michigan,2.37,28,1
2023-02-25 19:00:00+00:00,toledo,buffalo,4.13,30,1
2023-03-01 01:00:00+00:00,northern illinois,buffalo,3.16,-10,-1
2023-11-07 00:30:00+00:00,buffalo,fairleigh dickinson,3.87,-6,-1
2023-11-11 19:00:00+00:00,buffalo,south alabama,5.0,-14,-1
2023-11-21 00:30:00+00:00,hofstra,buffalo,1.01,34,1
2023-11-21 18:30:00+00:00,louisiana,buffalo,4.12,8,1
2023-11-22 16:00:00+00:00,iona,buffalo,2.31,25,1
2023-11-30 00:00:00+00:00,james madison,buffalo,4.5,15,1
2023-12-06 01:30:00+00:00,butler,buffalo,1.56,13,1
2023-12-09 19:00:00+00:00,buffalo,western kentucky,2.96,-17,-1
2023-12-22 00:00:00+00:00,richmond,buffalo,3.18,6,1
2023-12-30 00:00:00+00:00,buffalo,niagara,1.19,-6,-1
2024-01-03 00:00:00+00:00,central michigan,buffalo,2.86,-12,-1
2024-01-06 19:00:00+00:00,buffalo,western michigan,1.47,-5,-1
2024-01-17 00:00:00+00:00,toledo,buffalo,5.51,11,1
2024-01-27 20:30:00+00:00,eastern michigan,buffalo,2.74,10,1
2024-01-31 00:00:00+00:00,ohio,buffalo,5.1,21,1
2024-02-10 20:00:00+00:00,georgia southern,buffalo,3.63,-1,-1
2024-02-21 00:00:00+00:00,buffalo,eastern michigan,3.26,9,1
2024-02-24 19:30:00+00:00,western michigan,buffalo,4.53,19,1
2024-03-02 19:00:00+00:00,buffalo,toledo,0.49,-6,-1
2024-03-06 00:00:00+00:00,buffalo,ohio,0.9,-12,-1
2024-03-09 00:00:00+00:00,buffalo,northern illinois,1.32,-10,-1
2024-11-05 00:00:00+00:00,old dominion,buffalo,3.23,-1,-1
2024-11-12 00:00:00+00:00,notre dame,buffalo,3.39,9,1
2024-11-15 00:00:00+00:00,buffalo,bryant,2.19,-23,-1
2024-11-20 00:00:00+00:00,vermont,buffalo,3.67,11,1
2024-12-01 19:00:00+00:00,penn,buffalo,3.23,23,1
2024-12-20 00:00:00+00:00,georgia,buffalo,5.0,51,1
2024-12-29 20:00:00+00:00,temple,buffalo,4.29,20,1
2023-01-01 23:45:00+00:00,georgetown,butler,3.18,-29,-1
2023-01-05 02:00:00+00:00,butler,depaul,3.41,8,1
2023-01-08 01:30:00+00:00,seton hall,butler,4.98,25,1
2023-01-14 00:00:00+00:00,butler,villanova,1.47,8,1
2023-01-18 00:00:00+00:00,butler,creighton,1.68,-21,-1
2023-01-26 01:30:00+00:00,providence,butler,5.51,21,1
2023-01-28 21:00:00+00:00,butler,seton hall,1.02,-21,-1
2023-02-04 19:00:00+00:00,marquette,butler,3.8,8,1
2023-02-15 01:00:00+00:00,villanova,butler,4.53,12,1
2023-02-19 20:00:00+00:00,butler,georgetown,2.82,-6,-1
2023-02-23 01:30:00+00:00,depaul,butler,2.59,-1,-1
2023-02-28 23:30:00+00:00,butler,marquette,2.2,-16,-1
2023-03-05 00:00:00+00:00,xavier,butler,4.89,12,1
2023-11-07 01:00:00+00:00,butler,eastern michigan,1.55,39,1
2023-11-17 23:30:00+00:00,michigan,butler,4.17,20,1
2023-11-23 19:56:00+00:00,butler,florida atlantic,2.09,-5,-1
2023-11-24 18:40:00+00:00,butler,penn,2.09,10,1
2023-11-30 23:30:00+00:00,butler,texas tech,0.94,8,1
2023-12-09 17:00:00+00:00,butler,california,1.74,7,1
2023-12-19 23:30:00+00:00,butler,georgetown,2.82,10,1
2023-12-23 17:00:00+00:00,providence,butler,5.51,10,1
2024-01-11 02:00:00+00:00,marquette,butler,3.19,-7,-1
2024-01-13 17:00:00+00:00,butler,seton hall,2.16,-6,-1
2024-01-16 23:30:00+00:00,xavier,butler,4.6,14,1
2024-01-20 21:00:00+00:00,butler,depaul,2.42,14,1
2024-01-23 23:30:00+00:00,georgetown,butler,3.99,-24,-1
2024-01-27 20:00:00+00:00,butler,villanova,2.52,7,1
2024-02-03 02:00:00+00:00,creighton,butler,3.32,-1,-1
2024-02-13 23:30:00+00:00,butler,marquette,2.81,-6,-1
2024-02-17 17:30:00+00:00,butler,creighton,2.68,-22,-1
2024-02-20 23:30:00+00:00,villanova,butler,3.48,10,1
2024-02-25 01:30:00+00:00,seton hall,butler,3.84,12,1
2024-03-02 17:00:00+00:00,depaul,butler,3.58,-19,-1
2024-03-07 00:30:00+00:00,butler,xavier,1.4,6,1
2024-03-13 20:00:00+00:00,butler,xavier,1.4,-4,-1
2024-11-04 23:45:00+00:00,butler,missouri,1.93,7,1
2024-11-12 00:00:00+00:00,butler,western michigan,1.99,20,1
2024-11-16 00:00:00+00:00,butler,smu,2.55,11,1
2024-11-23 00:00:00+00:00,butler,merrimack,1.47,39,1
2024-11-30 02:30:00+00:00,mississippi,butler,4.82,-10,-1
2024-12-03 23:30:00+00:00,butler,eastern illinois,2.92,15,1
2024-12-07 22:30:00+00:00,houston,butler,3.82,28,1
2024-12-10 23:30:00+00:00,butler,north dakota,1.82,-3,-1
2024-12-14 19:55:00+00:00,butler,wisconsin,1.44,-9,-1
2024-12-19 02:00:00+00:00,marquette,butler,3.19,10,1
2023-01-07 21:00:00+00:00,cal poly,uc santa barbara,1.52,-5,-1
2023-01-17 01:00:00+00:00,uc riverside,cal poly,2.25,5,1
2023-01-20 03:00:00+00:00,cal poly,uc san diego,3.01,-7,-1
2023-01-21 23:00:00+00:00,uc davis,cal poly,5.39,2,1
2023-02-10 03:00:00+00:00,uc irvine,cal poly,3.68,1,1
2023-02-21 03:00:00+00:00,cal poly,uc irvine,2.32,-3,-1
2023-02-25 23:00:00+00:00,cal poly,uc davis,0.61,-6,-1
2023-03-05 03:00:00+00:00,cal poly,uc riverside,3.75,-1,-1
2023-03-10 02:00:00+00:00,uc santa barbara,cal poly,4.48,10,1
2023-11-10 02:00:00+00:00,denver,cal poly,4.9,21,1
2023-11-12 02:00:00+00:00,wyoming,cal poly,3.59,14,1
2023-11-18 22:30:00+00:00,portland,cal poly,5.11,16,1
2023-12-02 22:00:00+00:00,idaho,cal poly,4.35,15,1
2023-12-05 03:00:00+00:00,oregon,cal poly,3.27,7,1
2023-12-19 03:00:00+00:00,cal poly,eastern washington,2.82,-9,-1
2023-12-30 22:00:00+00:00,uc davis,cal poly,5.39,25,1
2024-01-07 03:00:00+00:00,cal poly,uc santa barbara,0.54,-9,-1
2024-01-12 03:00:00+00:00,uc riverside,cal poly,2.71,15,1
2024-01-14 03:00:00+00:00,cal poly,uc san diego,1.7,-25,-1
2024-02-02 03:00:00+00:00,cal poly,uc irvine,1.4,-14,-1
2024-02-03 23:00:00+00:00,cal poly,uc davis,1.18,-7,-1
2024-02-25 03:00:00+00:00,cal poly,uc riverside,3.29,-6,-1
2024-03-01 03:00:00+00:00,uc santa barbara,cal poly,5.46,8,1
2024-03-08 03:00:00+00:00,uc irvine,cal poly,4.6,14,1
2024-11-06 03:00:00+00:00,san francisco,cal poly,2.1,8,1
2024-11-08 03:00:00+00:00,california,cal poly,2.56,18,1
2024-11-18 00:00:00+00:00,eastern washington,cal poly,4.79,-4,-1
2024-11-24 01:00:00+00:00,saint mary's,cal poly,2.31,14,1
2024-12-01 03:00:00+00:00,stanford,cal poly,2.44,-7,-1
2024-12-06 02:00:00+00:00,uc davis,cal poly,4.82,11,1
2023-01-07 02:00:00+00:00,california,stanford,2.98,22,1
2023-01-12 04:00:00+00:00,washington,california,3.57,15,1
2023-01-19 03:00:00+00:00,california,oregon,2.41,-29,-1
2023-01-22 20:00:00+00:00,california,oregon,2.41,-20,-1
2023-01-29 03:00:00+00:00,stanford,california,3.02,29,1
2023-02-03 03:00:00+00:00,colorado,california,3.01,13,1
2023-02-05 23:00:00+00:00,utah,california,3.53,15,1
2023-02-17 03:00:00+00:00,usc,california,3.91,37,1
2023-02-19 03:30:00+00:00,ucla,california,2.65,35,1
2023-02-24 02:00:00+00:00,california,washington,2.43,-9,-1
2023-02-25 22:00:00+00:00,california,washington,2.43,-6,-1
2023-03-03 04:00:00+00:00,oregon,california,3.59,33,1
2023-03-08 22:30:00+00:00,washington,california,3.57,17,1
2023-11-11 04:00:00+00:00,california,pacific,2.59,-8,-1
2023-11-17 04:00:00+00:00,california,montana,3.48,-3,-1
2023-11-21 06:00:00+00:00,california,utep,1.38,-3,-1
2023-11-26 00:00:00+00:00,san diego,california,3.91,9,1
2023-12-03 00:00:00+00:00,california,santa clara,3.65,15,1
2024-01-04 03:00:00+00:00,usc,california,4.41,8,1
2024-01-07 03:00:00+00:00,ucla,california,4.91,-9,-1
2024-01-11 04:00:00+00:00,california,colorado,1.35,4,1
2024-01-14 01:00:00+00:00,oregon,california,4.05,7,1
2024-01-19 02:00:00+00:00,california,washington,1.84,-2,-1
2024-01-20 22:00:00+00:00,california,washington,1.84,6,1
2024-02-08 04:00:00+00:00,california,usc,1.59,6,1
2024-02-10 22:30:00+00:00,california,ucla,1.09,-1,-1
2024-02-16 03:00:00+00:00,washington,california,4.16,19,1
2024-02-18 01:00:00+00:00,washington,california,4.16,-2,-1
2024-02-23 03:00:00+00:00,california,oregon,1.95,8,1
2024-02-25 00:00:00+00:00,california,oregon,1.95,5,1
2024-02-29 01:00:00+00:00,colorado,california,4.65,10,1
2024-03-03 02:00:00+00:00,utah,california,3.59,29,1
2024-03-08 04:00:00+00:00,stanford,california,3.29,22,1
2024-03-14 01:00:00+00:00,california,stanford,2.71,-11,-1
2024-11-14 01:00:00+00:00,vanderbilt,california,4.27,16,1
2024-11-18 02:30:00+00:00,usc,california,4.41,-5,-1
2024-12-07 21:00:00+00:00,california,stanford,2.71,-8,-1
2024-12-11 03:00:00+00:00,california,cornell,3.21,-8,-1
2024-12-14 20:00:00+00:00,california,northwestern,2.98,18,1
2024-12-22 03:30:00+00:00,california,san diego,1.46,-21,-1
2023-01-14 19:00:00+00:00,campbell,winthrop,1.73,-4,-1
2023-01-19 00:00:00+00:00,campbell,radford,5.0,-8,-1
2023-01-21 22:30:00+00:00,charleston southern,campbell,0.38,-2,-1
2023-01-26 00:00:00+00:00,high point,campbell,2.26,-8,-1
2023-01-28 19:00:00+00:00,campbell,unc asheville,1.93,-13,-1
2023-02-04 19:00:00+00:00,longwood,campbell,2.8,24,1
2023-02-09 00:00:00+00:00,campbell,high point,3.74,16,1
2023-02-16 00:00:00+00:00,campbell,charleston southern,5.62,16,1
2023-02-18 19:00:00+00:00,campbell,presbyterian,3.71,17,1
2023-02-23 00:00:00+00:00,winthrop,campbell,4.27,2,1
2023-03-03 23:00:00+00:00,longwood,campbell,2.8,-13,-1
2023-11-07 01:00:00+00:00,campbell,navy,5.04,11,1
2023-11-11 19:00:00+00:00,east carolina,campbell,2.76,14,1
2023-11-15 23:00:00+00:00,virginia tech,campbell,1.02,16,1
2023-11-21 00:00:00+00:00,campbell,north carolina central,3.9,-3,-1
2023-11-22 00:00:00+00:00,campbell,idaho,3.49,-14,-1
2023-11-29 23:00:00+00:00,jacksonville,campbell,1.97,14,1
2023-12-07 00:00:00+00:00,davidson,campbell,1.83,12,1
2024-01-06 19:00:00+00:00,hampton,campbell,1.57,-11,-1
2024-01-12 00:00:00+00:00,campbell,delaware,3.19,-6,-1
2024-01-13 19:00:00+00:00,campbell,hofstra,5.7,1,1
2024-01-20 21:00:00+00:00,towson,campbell,3.18,34,1
2024-01-25 22:00:00+00:00,campbell,elon,3.43,10,1
2024-01-27 19:00:00+00:00,campbell,charleston,3.14,-23,-1
2024-02-02 00:00:00+00:00,elon,campbell,2.57,-2,-1
2024-02-09 00:00:00+00:00,campbell,northeastern,3.82,-10,-1
2024-02-10 19:00:00+00:00,campbell,stony brook,3.96,18,1
2024-02-17 19:00:00+00:00,drexel,campbell,2.21,15,1
2024-02-23 00:00:00+00:00,campbell,hampton,4.43,-4,-1
2024-02-27 01:30:00+00:00,campbell,unc wilmington,2.57,5,1
2024-03-01 00:00:00+00:00,charleston,campbell,2.86,23,1
2024-03-09 17:00:00+00:00,monmouth,campbell,1.78,23,1
2024-11-07 00:00:00+00:00,virginia,campbell,1.16,9,1
2024-11-10 19:00:00+00:00,campbell,saint francis,3.23,-1,-1
2024-11-17 18:00:00+00:00,navy,campbell,3.22,-20,-1
2024-11-22 23:00:00+00:00,ohio,campbell,2.66,44,1
2024-11-24 21:00:00+00:00,evansville,campbell,1.83,13,1
2024-11-30 18:00:00+00:00,green bay,campbell,2.08,-6,-1
2024-12-05 00:00:00+00:00,campbell,coastal carolina,3.26,-1,-1
2024-12-13 00:00:00+00:00,the citadel,campbell,3.0,-28,-1
2024-12-19 00:00:00+00:00,campbell,longwood,0.97,-22,-1
2024-12-30 01:00:00+00:00,north carolina,campbell,3.53,16,1
2023-01-07 00:00:00+00:00,manhattan,canisius,4.37,-7,-1
2023-01-08 19:00:00+00:00,saint peter's,canisius,4.09,-7,-1
2023-01-14 00:00:00+00:00,canisius,marist,1.25,-18,-1
2023-01-15 17:00:00+00:00,canisius,siena,1.08,4,1
2023-01-21 00:00:00+00:00,fairfield,canisius,5.3,9,1
2023-01-29 18:00:00+00:00,canisius,manhattan,1.63,-7,-1
2023-02-05 19:00:00+00:00,marist,canisius,4.75,8,1
2023-02-11 00:00:00+00:00,canisius,iona,0.87,-21,-1
2023-02-12 18:00:00+00:00,canisius,quinnipiac,0.72,20,1
2023-02-18 00:00:00+00:00,rider,canisius,4.24,-3,-1
2023-02-25 00:00:00+00:00,canisius,saint peter's,1.91,13,1
2023-02-26 18:00:00+00:00,canisius,fairfield,0.7,13,1
2023-03-04 20:30:00+00:00,canisius,niagara,1.71,13,1
2023-11-09 00:00:00+00:00,syracuse,canisius,4.32,12,1
2023-11-24 21:30:00+00:00,wofford,canisius,4.18,-9,-1
2023-11-25 19:00:00+00:00,canisius,western kentucky,1.36,8,1
2023-12-02 00:00:00+00:00,canisius,quinnipiac,0.72,20,1
2023-12-03 18:00:00+00:00,canisius,saint peter's,1.91,-2,-1
2023-12-07 00:00:00+00:00,canisius,robert morris,2.58,7,1
2023-12-09 23:00:00+00:00,pittsburgh,canisius,4.81,11,1
2023-12-23 00:00:00+00:00,high point,canisius,5.0,8,1
2024-01-15 17:00:00+00:00,canisius,fairfield,2.46,-25,-1
2024-01-20 00:00:00+00:00,iona,canisius,4.44,12,1
2024-01-21 19:00:00+00:00,saint peter's,canisius,5.29,11,1
2024-01-27 00:00:00+00:00,canisius,manhattan,4.24,12,1
2024-01-28 18:00:00+00:00,canisius,marist,1.67,-9,-1
2024-02-04 19:00:00+00:00,quinnipiac,canisius,4.11,25,1
2024-02-10 18:00:00+00:00,canisius,iona,1.56,4,1
2024-02-17 00:00:00+00:00,marist,canisius,4.33,23,1
2024-02-18 19:00:00+00:00,siena,canisius,3.63,-9,-1
2024-02-24 00:00:00+00:00,canisius,niagara,1.02,10,1
2024-03-03 18:00:00+00:00,canisius,rider,1.81,-4,-1
2024-03-08 00:00:00+00:00,fairfield,canisius,3.54,12,1
2024-03-09 21:00:00+00:00,manhattan,canisius,1.76,-3,-1
2024-03-13 22:30:00+00:00,quinnipiac,canisius,4.11,24,1
2024-11-16 20:00:00+00:00,canisius,siu edwardsville,2.06,-18,-1
2024-11-17 17:00:00+00:00,western michigan,canisius,3.85,23,1
2024-11-20 00:00:00+00:00,maryland,canisius,4.97,71,1
2024-11-27 21:00:00+00:00,robert morris,canisius,3.12,8,1
2024-12-07 00:00:00+00:00,canisius,merrimack,1.6,-8,-1
2024-12-08 18:00:00+00:00,canisius,siena,2.37,-13,-1
2024-12-14 18:00:00+00:00,canisius,maine,2.5,-5,-1
2024-12-19 01:00:00+00:00,loyola chicago,canisius,4.22,12,1
2023-01-03 01:30:00+00:00,central arkansas,florida gulf coast,1.57,-5,-1
2023-01-06 01:00:00+00:00,central arkansas,eastern kentucky,2.36,-2,-1
2023-01-13 00:00:00+00:00,queens,central arkansas,6.02,-1,-1
2023-01-15 00:00:00+00:00,liberty,central arkansas,3.42,20,1
2023-01-19 01:00:00+00:00,central arkansas,north alabama,0.78,-5,-1
2023-01-22 01:30:00+00:00,north alabama,central arkansas,5.22,16,1
2023-01-28 21:00:00+00:00,central arkansas,jacksonville,2.56,-10,-1
2023-02-03 00:00:00+00:00,florida gulf coast,central arkansas,4.43,-4,-1
2023-02-04 19:00:00+00:00,stetson,central arkansas,3.73,19,1
2023-02-10 02:00:00+00:00,central arkansas,lipscomb,2.33,-12,-1
2023-02-17 00:30:00+00:00,eastern kentucky,central arkansas,3.64,16,1
2023-02-23 01:00:00+00:00,central arkansas,jacksonville,2.56,-30,-1
2023-11-07 01:00:00+00:00,tulsa,central arkansas,3.53,17,1
2023-11-23 01:00:00+00:00,kansas,central arkansas,4.21,44,1
2023-11-25 20:45:00+00:00,central arkansas,eastern michigan,1.23,-3,-1
2023-11-26 20:45:00+00:00,central arkansas,new orleans,0.25,-5,-1
2023-11-30 03:00:00+00:00,loyola marymount,central arkansas,4.63,27,1
2023-12-08 00:30:00+00:00,central arkansas,little rock,1.21,4,1
2023-12-10 20:00:00+00:00,eastern illinois,central arkansas,4.8,-3,-1
2023-12-20 18:00:00+00:00,central arkansas,western illinois,1.41,-11,-1
2023-12-29 00:00:00+00:00,oklahoma,central arkansas,5.71,16,1
2023-12-30 20:00:00+00:00,missouri,central arkansas,4.1,33,1
2024-01-07 01:15:00+00:00,north alabama,central arkansas,4.7,-3,-1
2024-01-12 01:30:00+00:00,central arkansas,eastern kentucky,1.77,-23,-1
2024-01-19 01:00:00+00:00,lipscomb,central arkansas,3.48,-10,-1
2024-01-25 00:00:00+00:00,queens,central arkansas,4.95,17,1
2024-02-02 01:30:00+00:00,central arkansas,florida gulf coast,2.88,-23,-1
2024-02-03 21:30:00+00:00,central arkansas,stetson,2.09,-11,-1
2024-02-10 19:00:00+00:00,north florida,central arkansas,3.08,-2,-1
2024-02-17 21:30:00+00:00,central arkansas,lipscomb,2.52,-17,-1
2024-02-24 18:00:00+00:00,eastern kentucky,central arkansas,4.23,13,1
2024-03-02 00:30:00+00:00,central arkansas,north alabama,1.3,-4,-1
2024-11-08 03:30:00+00:00,utah,central arkansas,2.54,35,1
2024-11-16 19:00:00+00:00,western illinois,central arkansas,4.32,2,1
2024-11-24 19:00:00+00:00,central arkansas,unc asheville,1.0,9,1
2024-11-30 18:00:00+00:00,georgia tech,central arkansas,2.98,19,1
2024-12-05 01:00:00+00:00,little rock,central arkansas,3.84,6,1
2024-12-22 18:00:00+00:00,oklahoma,central arkansas,6.22,23,1
2023-01-07 19:00:00+00:00,stonehill,central connecticut,4.06,2,1
2023-01-14 18:00:00+00:00,central connecticut,fairleigh dickinson,2.51,-8,-1
2023-01-21 00:00:00+00:00,wagner,central connecticut,3.6,22,1
2023-01-27 00:00:00+00:00,central connecticut,merrimack,0.72,-3,-1
2023-01-28 18:00:00+00:00,central connecticut,saint francis,1.4,14,1
2023-02-04 19:00:00+00:00,sacred heart,central connecticut,4.25,13,1
2023-02-09 00:00:00+00:00,hartford,central connecticut,2.77,-9,-1
2023-02-11 22:00:00+00:00,fairleigh dickinson,central connecticut,3.49,-4,-1
2023-02-18 18:00:00+00:00,central connecticut,stonehill,1.94,4,1
2023-02-24 00:00:00+00:00,merrimack,central connecticut,5.28,16,1
2023-02-25 18:00:00+00:00,central connecticut,sacred heart,1.75,-2,-1
2023-03-02 00:00:00+00:00,saint francis,central connecticut,4.6,14,1
2023-11-07 00:00:00+00:00,rhode island,central connecticut,4.98,11,1
2023-11-19 18:00:00+00:00,central connecticut,manhattan,1.18,-4,-1
2023-11-22 19:00:00+00:00,massachusetts,central connecticut,5.8,29,1
2023-12-02 18:00:00+00:00,central connecticut,holy cross,3.12,11,1
2023-12-09 19:00:00+00:00,maine,central connecticut,3.45,13,1
2023-12-16 22:00:00+00:00,umass lowell,central connecticut,5.06,-3,-1
2023-12-20 00:00:00+00:00,central connecticut,northeastern,2.03,-5,-1
2023-12-21 17:00:00+00:00,fordham,central connecticut,5.27,-2,-1
2024-01-05 00:00:00+00:00,stonehill,central connecticut,0.09,-15,-1
2024-01-13 21:00:00+00:00,saint francis,central connecticut,2.51,-14,-1
2024-01-15 21:00:00+00:00,central connecticut,merrimack,2.45,5,1
2024-01-20 00:00:00+00:00,central connecticut,le moyne,5.41,-2,-1
2024-01-25 22:00:00+00:00,fairleigh dickinson,central connecticut,2.83,-16,-1
2024-01-27 18:00:00+00:00,central connecticut,wagner,4.22,1,1
2024-02-02 00:00:00+00:00,central connecticut,saint francis,3.49,1,1
2024-02-09 00:00:00+00:00,central connecticut,sacred heart,2.97,7,1
2024-02-10 18:00:00+00:00,central connecticut,fairleigh dickinson,3.17,9,1
2024-02-16 00:00:00+00:00,le moyne,central connecticut,0.59,5,1
2024-02-23 00:00:00+00:00,wagner,central connecticut,1.78,-1,-1
2024-02-24 19:00:00+00:00,sacred heart,central connecticut,3.03,-1,-1
2024-03-02 18:00:00+00:00,central connecticut,stonehill,5.91,12,1
2024-03-07 00:00:00+00:00,central connecticut,saint francis,3.49,9,1
2024-03-09 19:00:00+00:00,central connecticut,wagner,4.22,-10,-1
2024-11-09 00:00:00+00:00,saint joseph's,central connecticut,2.1,-6,-1
2024-11-16 23:00:00+00:00,northeastern,central connecticut,2.34,18,1
2024-11-22 01:00:00+00:00,sacred heart,central connecticut,3.03,13,1
2024-12-05 00:00:00+00:00,massachusetts,central connecticut,4.45,-4,-1
2024-12-07 19:00:00+00:00,holy cross,central connecticut,0.91,-13,-1
2024-12-15 18:00:00+00:00,rhode island,central connecticut,4.38,8,1
2024-12-19 00:00:00+00:00,fairfield,central connecticut,2.05,-1,-1
2023-01-07 19:00:00+00:00,eastern michigan,central michigan,1.76,6,1
2023-01-11 01:00:00+00:00,northern illinois,central michigan,2.38,19,1
2023-01-21 19:00:00+00:00,ohio,central michigan,1.81,28,1
2023-01-29 00:00:00+00:00,central michigan,western michigan,5.93,1,1
2023-02-05 00:00:00+00:00,toledo,central michigan,3.17,25,1
2023-02-18 19:00:00+00:00,central michigan,ohio,4.19,-17,-1
2023-02-25 19:00:00+00:00,central michigan,northern illinois,3.62,-4,-1
2023-03-01 00:00:00+00:00,central michigan,toledo,2.83,-34,-1
2023-03-04 00:00:00+00:00,western michigan,central michigan,0.07,16,1
2023-11-07 01:00:00+00:00,oklahoma,central michigan,1.5,30,1
2023-11-14 00:00:00+00:00,florida,central michigan,2.47,27,1
2023-11-16 00:00:00+00:00,south florida,central michigan,1.64,-5,-1
2023-11-20 16:30:00+00:00,central michigan,siena,3.53,14,1
2023-11-21 17:00:00+00:00,stetson,central michigan,1.05,10,1
2023-11-30 00:00:00+00:00,ohio,central michigan,1.81,27,1
2023-12-09 19:00:00+00:00,creighton,central michigan,1.13,45,1
2023-12-22 00:00:00+00:00,central michigan,detroit mercy,4.95,12,1
2023-12-30 19:00:00+00:00,loyola chicago,central michigan,1.72,38,1
2024-01-10 00:00:00+00:00,eastern michigan,central michigan,2.29,-16,-1
2024-01-17 00:00:00+00:00,ohio,central michigan,4.83,12,1
2024-01-20 00:00:00+00:00,central michigan,toledo,0.56,3,1
2024-01-27 18:00:00+00:00,western michigan,central michigan,2.94,-7,-1
2024-01-31 00:00:00+00:00,central michigan,northern illinois,1.14,7,1
2024-02-10 19:00:00+00:00,old dominion,central michigan,2.95,-1,-1
2024-02-18 00:00:00+00:00,central michigan,western michigan,3.06,27,1
2024-03-06 01:00:00+00:00,northern illinois,central michigan,4.86,-6,-1
2024-11-05 01:00:00+00:00,south alabama,central michigan,3.93,-4,-1
2024-11-08 00:00:00+00:00,central michigan,stony brook,2.57,-1,-1
2024-11-12 02:00:00+00:00,marquette,central michigan,2.66,8,1
2024-11-14 00:00:00+00:00,george mason,central michigan,5.02,-1,-1
2024-12-14 21:00:00+00:00,valparaiso,central michigan,2.67,16,1
2024-12-18 00:30:00+00:00,mississippi,central michigan,4.71,24,1
2023-01-07 22:00:00+00:00,charleston,delaware,3.7,11,1
2023-01-12 00:00:00+00:00,unc wilmington,charleston,4.78,-2,-1
2023-01-14 21:00:00+00:00,charleston,elon,4.96,18,1
2023-01-20 00:00:00+00:00,monmouth,charleston,2.76,-14,-1
