SEASON,TEAM,ADJOE,ADJDE,TEMPO,WAB
2024-25,Cal Baptist,104.9,105.1,0.4951,29.7
2024-25,Western Kentucky,103.2,103.5,0.4931,32.1
2024-25,Rhode Island,107.7,108.1,0.4889,41.1
2024-25,Purdue Fort Wayne,108.0,108.5,0.4865,29.1
2024-25,Appalachian St.,100.7,101.2,0.4852,35.1
2024-25,Marshall,106.0,106.7,0.4827,34.8
2024-25,Winthrop,107.5,108.2,0.4827,47.7
2024-25,East Tennessee St.,105.0,105.7,0.4813,33.2
2024-25,Towson,106.3,107.0,0.4803,28.4
2024-25,UC Riverside,109.6,110.4,0.4794,28.0
2024-25,UNC Greensboro,105.4,106.2,0.4779,29.8
2024-25,Southern Illinois,106.5,107.8,0.4663,34.2
2024-25,Dartmouth,100.6,101.9,0.4633,30.3
2024-25,Boston College,105.0,106.5,0.4599,31.5
2024-25,Rice,106.4,108.0,0.4583,43.3
2024-25,Ohio,106.8,108.5,0.4559,33.5
2024-25,Drexel,104.0,105.8,0.4522,24.2
2024-25,Florida Gulf Coast,106.6,108.5,0.4486,23.2
2024-25,UTSA,107.1,109.1,0.4477,29.0
2024-25,Oakland,106.7,108.7,0.4469,31.7
2024-25,South Carolina St.,102.6,104.6,0.4467,42.9
2024-25,Miami FL,112.6,114.7,0.4463,26.4
2024-25,Eastern Kentucky,109.3,111.4,0.4457,26.0
2024-25,Montana St.,104.9,107.0,0.4429,31.9
2024-25,East Carolina,106.5,108.7,0.4424,35.2
2024-25,Cal Poly,108.9,111.1,0.4412,26.8
2024-25,Illinois Chicago,105.7,107.9,0.4411,35.1
2024-25,Portland St.,100.8,103.1,0.4372,34.3
2024-25,Central Connecticut,99.3,101.7,0.4301,25.9
2024-25,Wyoming,103.1,105.7,0.4279,30.4
2024-25,Northeastern,104.1,106.8,0.4265,28.0
2024-25,Norfolk St.,106.8,109.7,0.4239,38.4
2024-25,Southeast Missouri St.,101.7,104.5,0.4233,28.9
2024-25,Indiana St.,109.2,112.2,0.4228,35.9
2024-25,Merrimack,98.7,101.5,0.4191,24.4
2024-25,Brown,102.5,105.6,0.4161,28.0
2024-25,Abilene Christian,98.3,101.3,0.4135,37.2
2024-25,Pepperdine,106.7,110.0,0.4135,31.6
2024-25,Missouri St.,102.2,105.4,0.4118,34.3
2024-25,Southeastern Louisiana,104.6,108.0,0.4093,34.7
2024-25,Youngstown St.,102.6,106.0,0.4087,36.4
2024-25,Hampton,103.6,107.0,0.4076,30.3
2024-25,Texas St.,108.6,112.2,0.407,36.0
2024-25,UT Rio Grande Valley,105.6,109.2,0.4031,22.7
2024-25,Valparaiso,105.9,109.7,0.4024,33.6
2024-25,Queens,106.7,110.6,0.3974,34.2
2024-25,Wright St.,109.2,113.4,0.3954,27.0
2024-25,Princeton,103.6,107.5,0.3948,24.6
2024-25,Northwestern St.,103.0,106.9,0.3934,32.2
2024-25,Incarnate Word,107.3,111.4,0.3928,28.8
2024-25,Southern,98.9,102.8,0.3919,38.1
2024-25,South Florida,102.2,106.2,0.3916,34.9
2024-25,Idaho St.,105.8,110.0,0.3915,34.4
2024-25,Quinnipiac,102.0,106.2,0.3869,31.1
2024-25,Jacksonville,101.0,105.2,0.3848,28.5
2024-25,Bucknell,103.4,107.8,0.3835,36.7
2024-25,La Salle,103.4,107.7,0.3831,31.4
2024-25,Central Michigan,105.0,109.5,0.3815,35.8
2024-25,Seton Hall,97.3,101.6,0.3796,32.9
2024-25,William & Mary,106.8,111.5,0.3784,35.6
2024-25,Massachusetts,101.5,106.4,0.3681,34.0
2024-25,SIU Edwardsville,101.0,105.9,0.3679,33.1
2024-25,Fordham,106.3,111.4,0.3674,32.8
2024-25,Hofstra,97.9,102.7,0.3653,25.3
2024-25,Vermont,99.9,104.9,0.363,29.8
2024-25,Longwood,105.1,110.5,0.3597,45.4
2024-25,UMKC,100.6,105.8,0.359,30.9
2024-25,Delaware,109.2,114.9,0.3588,30.0
2024-25,Campbell,101.3,106.5,0.3587,29.7
2024-25,UNC Asheville,107.1,112.7,0.3582,34.4
2024-25,Richmond,103.5,108.9,0.3581,29.7
2024-25,Tennessee St.,103.1,108.5,0.3571,41.4
2024-25,Elon,106.5,112.1,0.3557,38.7
2024-25,Maine,99.2,104.5,0.3536,28.2
2024-25,South Dakota,108.5,114.4,0.3523,45.4
2024-25,Harvard,102.2,107.9,0.3474,24.4
2024-25,Northern Kentucky,103.2,109.0,0.3467,31.3
2024-25,Hawaii,102.0,108.0,0.3403,39.9
2024-25,Iona,99.7,105.6,0.3401,27.9
2024-25,UT Arlington,106.5,112.8,0.3399,37.0
2024-25,Tulsa,102.1,108.2,0.3395,34.2
2024-25,Georgia St.,107.5,113.9,0.338,33.8
2024-25,Georgia Southern,103.2,109.6,0.3347,26.5
2024-25,Sacred Heart,105.2,111.7,0.334,26.3
2024-25,North Dakota,107.8,114.5,0.3327,33.6
2024-25,Portland,106.4,113.6,0.3207,32.2
2024-25,American,101.7,108.7,0.3183,29.0
2024-25,Toledo,111.2,118.8,0.3182,35.5
2024-25,Northern Arizona,104.3,111.6,0.3154,28.5
2024-25,Idaho,107.9,115.4,0.314,33.6
2024-25,Presbyterian,103.3,110.6,0.313,31.1
2024-25,Little Rock,98.3,105.3,0.311,29.0
2024-25,Jackson St.,100.4,107.6,0.3103,37.5
2024-25,UC Davis,97.2,104.2,0.3103,38.3
2024-25,Evansville,98.5,105.7,0.3087,31.1
2024-25,Houston Christian,100.7,108.2,0.3047,30.5
2024-25,Manhattan,108.0,116.0,0.3046,31.8
2024-25,Mount St. Mary's,100.3,107.7,0.3043,30.5
2024-25,East Texas A&M,99.8,107.4,0.3015,28.0
2024-25,Monmouth,104.1,112.1,0.3003,36.7
2024-25,Cal St. Bakersfield,105.1,113.2,0.2984,34.5
2024-25,UMass Lowell,107.5,115.9,0.2971,31.6
2024-25,Charlotte,104.5,112.7,0.296,42.7
2024-25,Eastern Michigan,104.8,113.2,0.2925,33.0
2024-25,Fresno St.,100.5,108.6,0.2907,36.4
2024-25,Alabama St.,100.9,109.3,0.285,29.1
2024-25,Siena,102.2,110.7,0.2838,37.3
2024-25,FIU,96.0,104.1,0.2832,36.0
2024-25,Gardner Webb,102.4,111.0,0.283,36.2
2024-25,Denver,100.2,108.7,0.2829,31.6
2024-25,Ball St.,103.5,112.3,0.2816,44.5
2024-25,Bowling Green,99.8,108.6,0.275,34.5
2024-25,North Florida,107.8,117.3,0.2744,24.8
2024-25,Colgate,104.0,113.3,0.2732,22.6
2024-25,Stephen F. Austin,96.1,104.7,0.271,32.3
2024-25,Albany,103.4,112.8,0.2703,29.5
2024-25,Western Michigan,102.3,111.6,0.2691,31.0
2024-25,Mercer,98.4,107.5,0.2646,29.8
2024-25,LIU,95.3,104.2,0.2627,27.6
2024-25,Pacific,100.8,110.4,0.2599,32.8
2024-25,Texas Southern,95.7,105.0,0.2548,28.9
2024-25,Eastern Washington,102.0,112.0,0.253,31.1
2024-25,Marist,96.8,106.6,0.2494,22.4
2024-25,Tennessee Martin,102.2,112.7,0.2445,34.4
2024-25,Navy,101.3,111.9,0.241,33.8
2024-25,Tarleton St.,93.1,102.9,0.2409,41.5
2024-25,Austin Peay,101.9,112.9,0.2365,28.9
2024-25,Tennessee Tech,101.3,112.3,0.2355,28.8
2024-25,Saint Peter's,95.4,105.6,0.2354,34.7
2024-25,Old Dominion,99.7,110.7,0.2303,30.9
2024-25,Weber St.,100.9,112.1,0.2299,34.7
2024-25,Air Force,98.7,109.7,0.2289,35.4
2024-25,San Diego,100.0,111.3,0.2271,30.5
2024-25,Bethune Cookman,97.7,108.7,0.2268,35.9
2024-25,Lafayette,97.8,108.9,0.2262,30.5
2024-25,Oral Roberts,103.7,115.8,0.2196,35.0
2024-25,Columbia,104.4,116.6,0.2195,29.5
2024-25,Saint Francis,100.2,112.0,0.2193,24.0
2024-25,Lehigh,99.8,111.7,0.215,31.5
2024-25,Louisiana,98.0,109.7,0.215,29.8
2024-25,Fairleigh Dickinson,98.2,110.0,0.214,32.1
2024-25,Utah Tech,101.8,114.1,0.2119,33.7
2024-25,Howard,103.1,115.6,0.2105,35.7
2024-25,Penn,103.2,116.1,0.2061,28.9
2024-25,Southern Miss,96.9,108.9,0.2056,33.8
2024-25,IU Indy,109.6,123.3,0.2044,34.1
2024-25,Rider,102.1,115.1,0.2025,29.6
2024-25,Loyola MD,100.0,112.8,0.2002,29.3
2024-25,Eastern Illinois,93.7,105.8,0.1985,33.0
2024-25,Charleston Southern,99.2,112.1,0.1965,43.9
2024-25,Army,100.3,113.4,0.1948,26.1
2024-25,VMI,98.5,111.6,0.193,37.5
2024-25,Boston University,98.5,111.6,0.1915,30.7
2024-25,Coastal Carolina,101.3,114.9,0.1907,34.4
2024-25,UMBC,105.1,119.2,0.1903,31.6
2024-25,Long Beach St.,100.6,114.1,0.1903,35.5
2024-25,Delaware St.,101.1,114.7,0.1902,36.3
2024-25,Grambling St.,95.8,108.7,0.19,35.1
2024-25,Binghamton,98.8,112.2,0.1893,33.7
2024-25,Lindenwood,94.9,107.7,0.1879,36.0
2024-25,Morehead St.,98.3,112.0,0.1823,37.6
2024-25,Florida A&M,102.2,116.5,0.1819,36.7
2024-25,North Carolina Central,102.5,117.0,0.1797,39.8
2024-25,Alcorn St.,97.6,111.5,0.1787,30.4
2024-25,Southern Utah,96.1,109.7,0.1781,36.2
2024-25,Green Bay,101.1,115.6,0.1767,37.0
2024-25,Stonehill,100.5,115.0,0.1745,31.4
2024-25,Niagara,100.9,115.5,0.1742,30.4
2024-25,Holy Cross,101.0,116.1,0.1672,22.2
2024-25,Mercyhurst,100.4,116.0,0.1599,30.9
2024-25,Stony Brook,101.6,117.8,0.1542,31.6
2024-25,USC Upstate,99.2,115.1,0.1531,30.4
2024-25,Fairfield,97.5,113.3,0.1522,25.4
2024-25,Southern Indiana,98.7,114.9,0.1495,30.7
2024-25,Morgan St.,100.5,117.2,0.1465,35.7
2024-25,North Carolina A&T,96.6,112.8,0.1437,31.2
2024-25,Wagner,93.1,108.8,0.1431,29.3
2024-25,Bellarmine,103.4,121.1,0.1402,26.5
2024-25,Western Illinois,99.7,116.9,0.1381,27.2
2024-25,Western Carolina,95.6,112.4,0.1346,27.0
2024-25,New Orleans,99.6,117.4,0.1318,33.9
2024-25,Detroit Mercy,95.2,112.3,0.1303,28.9
2024-25,Louisiana Monroe,96.9,114.6,0.1271,31.1
2024-25,Buffalo,95.9,113.5,0.125,32.7
2024-25,Le Moyne,103.0,122.2,0.1229,37.7
2024-25,West Georgia,96.9,115.1,0.1213,28.8
2024-25,Northern Illinois,94.4,112.2,0.1203,31.6
2024-25,Sacramento St.,95.5,113.9,0.1157,31.3
2024-25,Central Arkansas,97.4,117.4,0.1048,28.8
2024-25,NJIT,94.3,113.8,0.1029,27.4
2024-25,Stetson,98.9,119.8,0.0997,33.1
2024-25,Canisius,99.4,121.2,0.0927,23.3
2024-25,Cal St. Fullerton,91.9,112.4,0.09,39.2
2024-25,Prairie View A&M,96.3,117.9,0.0887,33.8
2024-25,New Hampshire,94.1,115.2,0.0885,26.4
2024-25,Alabama A&M,92.9,114.9,0.0798,38.6
2024-25,Maryland Eastern Shore,95.3,119.0,0.0724,35.6
2024-25,The Citadel,94.0,117.6,0.0705,32.8
2024-25,Chicago St.,92.8,116.4,0.0688,26.8
2024-25,Arkansas Pine Bluff,95.3,121.8,0.0563,32.8
2024-25,Coppin St.,88.0,112.6,0.0556,36.4
2024-25,Mississippi Valley St.,83.1,125.3,0.0088,30.3
